selected_model,cv_folds,cv_log_rmse_mean,cv_log_rmse_std,cv_log_r2_mean,cv_log_r2_std,cv_mae_usd_mean,cv_mae_usd_std,cv_r2_usd_mean,tuning_candidate_count,mae_usd,rmse_usd,r2,log_rmse,log_r2,full_test_mae_usd,full_test_rmse_usd,full_test_r2,full_test_log_rmse,full_test_log_r2,train_rows_before_outlier_filter,train_rows,test_rows_before_outlier_filter,test_rows,train_salary_lower_bound,train_salary_upper_bound
Tuned RandomForest,5,1.019199539799281,0.04196695505805502,0.4425238486283747,0.02140921337539115,23499.95335315229,193.14374946961297,0.5701493976562241,8,23134.221071023636,33454.34158323082,0.5658674078989703,1.031954997194223,0.44086154006041955,32385.011002420862,85313.68173801729,0.22361689195435197,1.0461148415579007,0.4504633696887492,18748,17961,4687,4497,-81075.625,221445.375
